# 2026-07-16T18:29:47.700824 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant C --image-source clean --seed 1 --gpu 1
[MNIST CoT] rotate_sev5__C__coteaching__clean__seed1  gpu=1
  N=26107  tau=63.70%
  ep   0  R(t)=1.000  a=42.66%  b=39.55%  ens=41.40%  best_ens=41.40%@0
  ep   5  R(t)=0.550  a=41.74%  b=43.52%  ens=42.69%  best_ens=52.08%@1
  ep  10  R(t)=0.363  a=48.73%  b=46.83%  ens=47.82%  best_ens=52.08%@1
  ep  15  R(t)=0.363  a=48.60%  b=48.36%  ens=48.50%  best_ens=52.08%@1
  ep  20  R(t)=0.363  a=45.12%  b=44.32%  ens=44.82%  best_ens=52.08%@1
  ep  25  R(t)=0.363  a=45.30%  b=45.12%  ens=45.13%  best_ens=52.08%@1
  ep  30  R(t)=0.363  a=41.76%  b=42.45%  ens=42.58%  best_ens=52.08%@1
  ep  35  R(t)=0.363  a=44.17%  b=44.71%  ens=44.56%  best_ens=52.08%@1
  ep  40  R(t)=0.363  a=42.83%  b=42.57%  ens=42.81%  best_ens=52.08%@1
  ep  45  R(t)=0.363  a=43.71%  b=42.62%  ens=43.38%  best_ens=52.08%@1
  ep  50  R(t)=0.363  a=44.75%  b=44.93%  ens=45.04%  best_ens=52.08%@1
  ep  55  R(t)=0.363  a=49.10%  b=48.01%  ens=48.68%  best_ens=52.08%@1
  ep  60  R(t)=0.363  a=44.50%  b=44.99%  ens=44.75%  best_ens=52.08%@1
  ep  65  R(t)=0.363  a=45.47%  b=45.32%  ens=45.48%  best_ens=52.08%@1
  ep  70  R(t)=0.363  a=44.15%  b=44.57%  ens=44.50%  best_ens=52.08%@1
  ep  75  R(t)=0.363  a=43.54%  b=43.76%  ens=43.75%  best_ens=52.08%@1
  ep  80  R(t)=0.363  a=43.26%  b=43.20%  ens=43.23%  best_ens=52.08%@1
  ep  85  R(t)=0.363  a=44.09%  b=44.07%  ens=44.10%  best_ens=52.08%@1
  ep  90  R(t)=0.363  a=42.82%  b=43.10%  ens=42.97%  best_ens=52.08%@1
  ep  95  R(t)=0.363  a=43.27%  b=43.43%  ens=43.43%  best_ens=52.08%@1
  ep  99  R(t)=0.363  a=43.26%  b=43.42%  ens=43.49%  best_ens=52.08%@1
  DONE  best_ens=52.08%  saved rotate_sev5__C__coteaching__clean__seed1.json + persample.npz

# exit=0
