# 2026-07-16T20:46:58.988600 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting canny_edges_sev1 --variant S --image-source noisy --seed 2 --gpu 1
[MNIST CoT] canny_edges_sev1__S__coteaching__noisy__seed2  gpu=1
  N=27000  tau=31.87%
  ep   0  R(t)=1.000  a=78.99%  b=68.85%  ens=74.64%  best_ens=74.64%@0
  ep   5  R(t)=0.775  a=72.52%  b=79.59%  ens=76.40%  best_ens=84.98%@2
  ep  10  R(t)=0.681  a=88.37%  b=91.47%  ens=90.52%  best_ens=90.52%@10
  ep  15  R(t)=0.681  a=88.93%  b=92.15%  ens=91.45%  best_ens=91.45%@15
  ep  20  R(t)=0.681  a=84.06%  b=90.69%  ens=88.44%  best_ens=92.73%@17
  ep  25  R(t)=0.681  a=85.73%  b=87.01%  ens=86.86%  best_ens=92.73%@17
  ep  30  R(t)=0.681  a=89.17%  b=91.83%  ens=91.54%  best_ens=92.73%@17
  ep  35  R(t)=0.681  a=89.64%  b=91.01%  ens=90.82%  best_ens=92.73%@17
  ep  40  R(t)=0.681  a=87.77%  b=89.47%  ens=89.03%  best_ens=92.73%@17
  ep  45  R(t)=0.681  a=87.87%  b=89.82%  ens=89.09%  best_ens=92.73%@17
  ep  50  R(t)=0.681  a=91.30%  b=92.74%  ens=92.25%  best_ens=92.73%@17
  ep  55  R(t)=0.681  a=91.55%  b=91.22%  ens=91.55%  best_ens=92.73%@17
  ep  60  R(t)=0.681  a=90.22%  b=92.04%  ens=91.36%  best_ens=92.73%@17
  ep  65  R(t)=0.681  a=87.02%  b=88.59%  ens=88.44%  best_ens=92.73%@17
  ep  70  R(t)=0.681  a=88.55%  b=89.78%  ens=89.63%  best_ens=92.73%@17
  ep  75  R(t)=0.681  a=89.22%  b=90.55%  ens=90.12%  best_ens=92.73%@17
  ep  80  R(t)=0.681  a=87.94%  b=88.93%  ens=88.94%  best_ens=92.73%@17
  ep  85  R(t)=0.681  a=89.48%  b=90.80%  ens=90.48%  best_ens=92.73%@17
  ep  90  R(t)=0.681  a=89.57%  b=90.77%  ens=90.41%  best_ens=92.73%@17
  ep  95  R(t)=0.681  a=89.87%  b=90.93%  ens=90.65%  best_ens=92.73%@17
  ep  99  R(t)=0.681  a=89.65%  b=90.87%  ens=90.55%  best_ens=92.73%@17
  DONE  best_ens=92.73%  saved canny_edges_sev1__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
