# 2026-07-16T20:36:30.396191 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting canny_edges_sev1 --variant S --image-source clean --seed 0 --gpu 2
[MNIST CoT] canny_edges_sev1__S__coteaching__clean__seed0  gpu=2
  N=27000  tau=32.04%
  ep   0  R(t)=1.000  a=78.59%  b=78.62%  ens=78.91%  best_ens=78.91%@0
  ep   5  R(t)=0.773  a=90.49%  b=89.54%  ens=90.21%  best_ens=90.21%@5
  ep  10  R(t)=0.680  a=82.93%  b=85.73%  ens=84.67%  best_ens=90.21%@5
  ep  15  R(t)=0.680  a=80.05%  b=79.16%  ens=79.78%  best_ens=90.21%@5
  ep  20  R(t)=0.680  a=79.93%  b=80.63%  ens=80.46%  best_ens=90.21%@5
  ep  25  R(t)=0.680  a=81.43%  b=82.60%  ens=82.15%  best_ens=90.21%@5
  ep  30  R(t)=0.680  a=80.29%  b=81.71%  ens=81.12%  best_ens=90.21%@5
  ep  35  R(t)=0.680  a=84.41%  b=85.61%  ens=85.25%  best_ens=90.21%@5
  ep  40  R(t)=0.680  a=84.61%  b=81.98%  ens=83.49%  best_ens=90.21%@5
  ep  45  R(t)=0.680  a=83.10%  b=84.82%  ens=84.07%  best_ens=90.21%@5
  ep  50  R(t)=0.680  a=81.09%  b=81.08%  ens=81.20%  best_ens=90.21%@5
  ep  55  R(t)=0.680  a=81.79%  b=85.59%  ens=84.03%  best_ens=90.21%@5
  ep  60  R(t)=0.680  a=83.26%  b=84.51%  ens=83.86%  best_ens=90.21%@5
  ep  65  R(t)=0.680  a=83.31%  b=82.62%  ens=83.12%  best_ens=90.21%@5
  ep  70  R(t)=0.680  a=81.00%  b=82.20%  ens=81.76%  best_ens=90.21%@5
  ep  75  R(t)=0.680  a=83.57%  b=82.91%  ens=83.30%  best_ens=90.21%@5
  ep  80  R(t)=0.680  a=80.97%  b=81.55%  ens=81.27%  best_ens=90.21%@5
  ep  85  R(t)=0.680  a=82.58%  b=82.64%  ens=82.62%  best_ens=90.21%@5
  ep  90  R(t)=0.680  a=82.12%  b=82.21%  ens=82.20%  best_ens=90.21%@5
  ep  95  R(t)=0.680  a=80.99%  b=81.05%  ens=81.10%  best_ens=90.21%@5
  ep  99  R(t)=0.680  a=81.26%  b=81.52%  ens=81.47%  best_ens=90.21%@5
  DONE  best_ens=90.21%  saved canny_edges_sev1__S__coteaching__clean__seed0.json + persample.npz

# exit=0
