# 2026-07-16T16:59:22.090484 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting glass_blur_sev5 --variant C --image-source clean --seed 0 --gpu 2
[MNIST CoT] glass_blur_sev5__C__coteaching__clean__seed0  gpu=2
  N=26107  tau=70.85%
  ep   0  R(t)=1.000  a=39.15%  b=38.14%  ens=38.87%  best_ens=38.87%@0
  ep   5  R(t)=0.499  a=41.13%  b=41.53%  ens=41.27%  best_ens=41.27%@5
  ep  10  R(t)=0.292  a=42.55%  b=42.24%  ens=42.50%  best_ens=44.30%@6
  ep  15  R(t)=0.292  a=35.16%  b=35.04%  ens=35.50%  best_ens=44.30%@6
  ep  20  R(t)=0.292  a=28.19%  b=27.79%  ens=27.98%  best_ens=44.30%@6
  ep  25  R(t)=0.292  a=27.82%  b=27.44%  ens=27.68%  best_ens=44.30%@6
  ep  30  R(t)=0.292  a=25.93%  b=25.24%  ens=25.58%  best_ens=44.30%@6
  ep  35  R(t)=0.292  a=28.74%  b=28.35%  ens=28.61%  best_ens=44.30%@6
  ep  40  R(t)=0.292  a=25.62%  b=27.16%  ens=26.38%  best_ens=44.30%@6
  ep  45  R(t)=0.292  a=28.61%  b=28.64%  ens=28.63%  best_ens=44.30%@6
  ep  50  R(t)=0.292  a=28.09%  b=28.47%  ens=28.29%  best_ens=44.30%@6
  ep  55  R(t)=0.292  a=27.17%  b=27.29%  ens=27.27%  best_ens=44.30%@6
  ep  60  R(t)=0.292  a=28.90%  b=28.70%  ens=28.80%  best_ens=44.30%@6
  ep  65  R(t)=0.292  a=27.39%  b=27.14%  ens=27.26%  best_ens=44.30%@6
  ep  70  R(t)=0.292  a=25.41%  b=25.30%  ens=25.40%  best_ens=44.30%@6
  ep  75  R(t)=0.292  a=26.51%  b=26.41%  ens=26.47%  best_ens=44.30%@6
  ep  80  R(t)=0.292  a=27.25%  b=27.18%  ens=27.19%  best_ens=44.30%@6
  ep  85  R(t)=0.292  a=27.76%  b=28.09%  ens=27.90%  best_ens=44.30%@6
  ep  90  R(t)=0.292  a=28.11%  b=28.12%  ens=28.07%  best_ens=44.30%@6
  ep  95  R(t)=0.292  a=28.25%  b=28.27%  ens=28.25%  best_ens=44.30%@6
  ep  99  R(t)=0.292  a=28.12%  b=28.06%  ens=28.06%  best_ens=44.30%@6
  DONE  best_ens=44.30%  saved glass_blur_sev5__C__coteaching__clean__seed0.json + persample.npz

# exit=0
