# 2026-07-16T17:46:29.991359 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant S --image-source clean --seed 1 --gpu 1
[MNIST CoT] rotate_sev5__S__coteaching__clean__seed1  gpu=1
  N=27000  tau=63.89%
  ep   0  R(t)=1.000  a=43.48%  b=40.55%  ens=41.87%  best_ens=41.87%@0
  ep   5  R(t)=0.548  a=41.02%  b=41.61%  ens=41.32%  best_ens=48.12%@1
  ep  10  R(t)=0.361  a=47.19%  b=45.94%  ens=46.66%  best_ens=48.12%@1
  ep  15  R(t)=0.361  a=44.11%  b=44.10%  ens=44.46%  best_ens=48.12%@1
  ep  20  R(t)=0.361  a=47.54%  b=46.11%  ens=47.17%  best_ens=48.12%@1
  ep  25  R(t)=0.361  a=47.81%  b=48.68%  ens=48.39%  best_ens=48.68%@21
  ep  30  R(t)=0.361  a=46.92%  b=47.24%  ens=47.07%  best_ens=48.68%@21
  ep  35  R(t)=0.361  a=48.38%  b=45.92%  ens=47.30%  best_ens=50.69%@33
  ep  40  R(t)=0.361  a=49.69%  b=48.35%  ens=49.28%  best_ens=51.91%@39
  ep  45  R(t)=0.361  a=46.46%  b=45.90%  ens=46.25%  best_ens=51.91%@39
  ep  50  R(t)=0.361  a=44.40%  b=44.86%  ens=44.61%  best_ens=51.91%@39
  ep  55  R(t)=0.361  a=49.79%  b=48.88%  ens=49.44%  best_ens=51.91%@39
  ep  60  R(t)=0.361  a=46.26%  b=46.53%  ens=46.36%  best_ens=51.91%@39
  ep  65  R(t)=0.361  a=50.76%  b=49.71%  ens=50.26%  best_ens=51.91%@39
  ep  70  R(t)=0.361  a=47.76%  b=47.76%  ens=47.97%  best_ens=51.91%@39
  ep  75  R(t)=0.361  a=46.21%  b=46.12%  ens=46.08%  best_ens=51.91%@39
  ep  80  R(t)=0.361  a=46.92%  b=46.95%  ens=47.05%  best_ens=51.91%@39
  ep  85  R(t)=0.361  a=46.80%  b=46.95%  ens=46.89%  best_ens=51.91%@39
  ep  90  R(t)=0.361  a=47.65%  b=47.34%  ens=47.43%  best_ens=51.91%@39
  ep  95  R(t)=0.361  a=47.70%  b=47.71%  ens=47.72%  best_ens=51.91%@39
  ep  99  R(t)=0.361  a=47.69%  b=47.76%  ens=47.73%  best_ens=51.91%@39
  DONE  best_ens=51.91%  saved rotate_sev5__S__coteaching__clean__seed1.json + persample.npz

# exit=0
