# 2026-07-16T19:11:14.260216 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting fog_sev5 --variant S --image-source clean --seed 1 --gpu 1
[MNIST CoT] fog_sev5__S__coteaching__clean__seed1  gpu=1
  N=27000  tau=39.16%
  ep   0  R(t)=1.000  a=90.37%  b=90.41%  ens=90.82%  best_ens=90.82%@0
  ep   5  R(t)=0.723  a=91.48%  b=92.64%  ens=92.38%  best_ens=92.38%@5
  ep  10  R(t)=0.608  a=93.76%  b=93.52%  ens=93.91%  best_ens=95.80%@6
  ep  15  R(t)=0.608  a=94.59%  b=95.21%  ens=95.29%  best_ens=95.91%@11
  ep  20  R(t)=0.608  a=96.02%  b=96.24%  ens=96.27%  best_ens=96.43%@17
  ep  25  R(t)=0.608  a=94.72%  b=96.04%  ens=95.75%  best_ens=96.43%@17
  ep  30  R(t)=0.608  a=95.87%  b=95.71%  ens=96.03%  best_ens=96.43%@17
  ep  35  R(t)=0.608  a=94.65%  b=94.87%  ens=95.00%  best_ens=96.43%@17
  ep  40  R(t)=0.608  a=93.78%  b=93.63%  ens=93.97%  best_ens=96.43%@17
  ep  45  R(t)=0.608  a=93.41%  b=93.66%  ens=93.76%  best_ens=96.43%@17
  ep  50  R(t)=0.608  a=93.43%  b=94.01%  ens=93.86%  best_ens=96.43%@17
  ep  55  R(t)=0.608  a=94.66%  b=94.31%  ens=94.73%  best_ens=96.43%@17
  ep  60  R(t)=0.608  a=93.65%  b=93.94%  ens=94.18%  best_ens=96.43%@17
  ep  65  R(t)=0.608  a=93.60%  b=94.23%  ens=94.25%  best_ens=96.43%@17
  ep  70  R(t)=0.608  a=92.81%  b=92.71%  ens=93.05%  best_ens=96.43%@17
  ep  75  R(t)=0.608  a=93.66%  b=93.34%  ens=93.71%  best_ens=96.43%@17
  ep  80  R(t)=0.608  a=92.64%  b=92.66%  ens=92.85%  best_ens=96.43%@17
  ep  85  R(t)=0.608  a=92.55%  b=92.57%  ens=92.77%  best_ens=96.43%@17
  ep  90  R(t)=0.608  a=93.03%  b=93.13%  ens=93.42%  best_ens=96.43%@17
  ep  95  R(t)=0.608  a=93.07%  b=93.07%  ens=93.31%  best_ens=96.43%@17
  ep  99  R(t)=0.608  a=93.08%  b=93.14%  ens=93.39%  best_ens=96.43%@17
  DONE  best_ens=96.43%  saved fog_sev5__S__coteaching__clean__seed1.json + persample.npz

# exit=0
