# 2026-07-16T18:38:26.263391 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting rotate_sev5 --variant C --image-source noisy --seed 1 --gpu 2
[MNIST CoT] rotate_sev5__C__coteaching__noisy__seed1  gpu=2
  N=26107  tau=63.70%
  ep   0  R(t)=1.000  a=72.22%  b=70.06%  ens=72.05%  best_ens=72.05%@0
  ep   5  R(t)=0.550  a=82.60%  b=83.71%  ens=84.58%  best_ens=84.58%@5
  ep  10  R(t)=0.363  a=81.88%  b=80.66%  ens=82.20%  best_ens=84.58%@5
  ep  15  R(t)=0.363  a=81.61%  b=80.10%  ens=81.56%  best_ens=84.58%@5
  ep  20  R(t)=0.363  a=64.32%  b=65.55%  ens=65.34%  best_ens=84.58%@5
  ep  25  R(t)=0.363  a=56.78%  b=57.60%  ens=57.69%  best_ens=84.58%@5
  ep  30  R(t)=0.363  a=53.26%  b=54.10%  ens=53.97%  best_ens=84.58%@5
  ep  35  R(t)=0.363  a=44.44%  b=48.30%  ens=46.36%  best_ens=84.58%@5
  ep  40  R(t)=0.363  a=50.90%  b=51.24%  ens=51.17%  best_ens=84.58%@5
  ep  45  R(t)=0.363  a=56.67%  b=56.42%  ens=56.80%  best_ens=84.58%@5
  ep  50  R(t)=0.363  a=53.79%  b=55.77%  ens=55.11%  best_ens=84.58%@5
  ep  55  R(t)=0.363  a=56.82%  b=55.56%  ens=56.79%  best_ens=84.58%@5
  ep  60  R(t)=0.363  a=50.52%  b=54.54%  ens=52.93%  best_ens=84.58%@5
  ep  65  R(t)=0.363  a=53.52%  b=54.77%  ens=54.29%  best_ens=84.58%@5
  ep  70  R(t)=0.363  a=57.83%  b=58.27%  ens=58.18%  best_ens=84.58%@5
  ep  75  R(t)=0.363  a=55.77%  b=55.59%  ens=55.74%  best_ens=84.58%@5
  ep  80  R(t)=0.363  a=55.56%  b=56.06%  ens=56.00%  best_ens=84.58%@5
  ep  85  R(t)=0.363  a=55.56%  b=56.12%  ens=55.90%  best_ens=84.58%@5
  ep  90  R(t)=0.363  a=55.03%  b=56.27%  ens=55.83%  best_ens=84.58%@5
  ep  95  R(t)=0.363  a=56.03%  b=56.43%  ens=56.26%  best_ens=84.58%@5
  ep  99  R(t)=0.363  a=55.79%  b=56.38%  ens=56.09%  best_ens=84.58%@5
  DONE  best_ens=84.58%  saved rotate_sev5__C__coteaching__noisy__seed1.json + persample.npz

# exit=0
