# 2026-07-16T20:45:52.802638 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting canny_edges_sev1 --variant S --image-source noisy --seed 1 --gpu 2
[MNIST CoT] canny_edges_sev1__S__coteaching__noisy__seed1  gpu=2
  N=27000  tau=32.20%
  ep   0  R(t)=1.000  a=80.67%  b=72.65%  ens=77.95%  best_ens=77.95%@0
  ep   5  R(t)=0.772  a=89.55%  b=87.10%  ens=88.50%  best_ens=92.26%@3
  ep  10  R(t)=0.678  a=93.25%  b=92.04%  ens=92.96%  best_ens=93.51%@9
  ep  15  R(t)=0.678  a=94.15%  b=92.68%  ens=93.90%  best_ens=93.90%@15
  ep  20  R(t)=0.678  a=92.63%  b=91.31%  ens=92.31%  best_ens=93.90%@15
  ep  25  R(t)=0.678  a=94.45%  b=94.07%  ens=94.52%  best_ens=94.52%@25
  ep  30  R(t)=0.678  a=94.42%  b=92.55%  ens=94.05%  best_ens=94.88%@29
  ep  35  R(t)=0.678  a=93.95%  b=91.10%  ens=92.88%  best_ens=94.88%@29
  ep  40  R(t)=0.678  a=93.59%  b=91.08%  ens=92.54%  best_ens=94.88%@29
  ep  45  R(t)=0.678  a=93.38%  b=91.49%  ens=92.69%  best_ens=94.88%@29
  ep  50  R(t)=0.678  a=94.47%  b=92.19%  ens=93.77%  best_ens=94.88%@29
  ep  55  R(t)=0.678  a=93.86%  b=92.31%  ens=93.46%  best_ens=94.88%@29
  ep  60  R(t)=0.678  a=94.97%  b=92.36%  ens=94.12%  best_ens=94.88%@29
  ep  65  R(t)=0.678  a=94.39%  b=93.11%  ens=94.20%  best_ens=94.88%@29
  ep  70  R(t)=0.678  a=93.67%  b=92.40%  ens=93.38%  best_ens=94.88%@29
  ep  75  R(t)=0.678  a=94.72%  b=93.25%  ens=94.19%  best_ens=94.88%@29
  ep  80  R(t)=0.678  a=94.03%  b=92.41%  ens=93.56%  best_ens=94.88%@29
  ep  85  R(t)=0.678  a=94.20%  b=92.31%  ens=93.61%  best_ens=94.88%@29
  ep  90  R(t)=0.678  a=94.11%  b=92.27%  ens=93.43%  best_ens=94.88%@29
  ep  95  R(t)=0.678  a=94.12%  b=92.35%  ens=93.48%  best_ens=94.88%@29
  ep  99  R(t)=0.678  a=94.06%  b=92.23%  ens=93.52%  best_ens=94.88%@29
  DONE  best_ens=94.88%  saved canny_edges_sev1__S__coteaching__noisy__seed1.json + persample.npz

# exit=0
