# 2026-07-16T14:58:32.870902 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant S --image-source noisy --seed 2 --gpu 2
[MNIST CoT] impulse_noise_sev5__S__coteaching__noisy__seed2  gpu=2
  N=27000  tau=48.81%
  ep   0  R(t)=1.000  a=72.31%  b=76.46%  ens=76.57%  best_ens=76.57%@0
  ep   5  R(t)=0.655  a=84.67%  b=82.60%  ens=83.61%  best_ens=86.42%@4
  ep  10  R(t)=0.512  a=74.09%  b=73.25%  ens=73.75%  best_ens=86.86%@6
  ep  15  R(t)=0.512  a=71.54%  b=67.51%  ens=69.49%  best_ens=86.86%@6
  ep  20  R(t)=0.512  a=68.09%  b=69.37%  ens=68.85%  best_ens=86.86%@6
  ep  25  R(t)=0.512  a=71.54%  b=72.67%  ens=72.28%  best_ens=86.86%@6
  ep  30  R(t)=0.512  a=72.21%  b=72.89%  ens=72.60%  best_ens=86.86%@6
  ep  35  R(t)=0.512  a=75.06%  b=74.79%  ens=75.15%  best_ens=86.86%@6
  ep  40  R(t)=0.512  a=71.66%  b=69.72%  ens=70.71%  best_ens=86.86%@6
  ep  45  R(t)=0.512  a=73.32%  b=72.43%  ens=73.03%  best_ens=86.86%@6
  ep  50  R(t)=0.512  a=73.50%  b=73.21%  ens=73.40%  best_ens=86.86%@6
  ep  55  R(t)=0.512  a=73.10%  b=71.73%  ens=72.61%  best_ens=86.86%@6
  ep  60  R(t)=0.512  a=72.62%  b=73.53%  ens=73.23%  best_ens=86.86%@6
  ep  65  R(t)=0.512  a=71.02%  b=71.46%  ens=71.35%  best_ens=86.86%@6
  ep  70  R(t)=0.512  a=73.52%  b=73.05%  ens=73.33%  best_ens=86.86%@6
  ep  75  R(t)=0.512  a=75.57%  b=74.66%  ens=75.16%  best_ens=86.86%@6
  ep  80  R(t)=0.512  a=74.26%  b=73.94%  ens=74.25%  best_ens=86.86%@6
  ep  85  R(t)=0.512  a=74.60%  b=73.55%  ens=74.20%  best_ens=86.86%@6
  ep  90  R(t)=0.512  a=73.81%  b=73.27%  ens=73.57%  best_ens=86.86%@6
  ep  95  R(t)=0.512  a=74.35%  b=73.91%  ens=74.11%  best_ens=86.86%@6
  ep  99  R(t)=0.512  a=74.38%  b=74.04%  ens=74.25%  best_ens=86.86%@6
  DONE  best_ens=86.86%  saved impulse_noise_sev5__S__coteaching__noisy__seed2.json + persample.npz

# exit=0
