# 2026-07-16T15:33:30.640230 | cmd = python /path/to/ciln-workspace/experiments/downstream_multimodal/train_mnist/train_mnist_coteaching.py --setting impulse_noise_sev5 --variant C --image-source clean --seed 0 --gpu 2
[MNIST CoT] impulse_noise_sev5__C__coteaching__clean__seed0  gpu=2
  N=26107  tau=48.38%
  ep   0  R(t)=1.000  a=53.15%  b=58.43%  ens=56.15%  best_ens=56.15%@0
  ep   5  R(t)=0.658  a=71.90%  b=69.58%  ens=70.75%  best_ens=78.02%@4
  ep  10  R(t)=0.516  a=67.73%  b=67.95%  ens=68.01%  best_ens=78.02%@4
  ep  15  R(t)=0.516  a=66.80%  b=67.54%  ens=67.30%  best_ens=78.02%@4
  ep  20  R(t)=0.516  a=63.31%  b=66.66%  ens=65.16%  best_ens=78.02%@4
  ep  25  R(t)=0.516  a=71.37%  b=70.58%  ens=71.29%  best_ens=78.02%@4
  ep  30  R(t)=0.516  a=70.48%  b=70.47%  ens=70.65%  best_ens=78.02%@4
  ep  35  R(t)=0.516  a=65.11%  b=65.16%  ens=65.12%  best_ens=78.02%@4
  ep  40  R(t)=0.516  a=64.64%  b=64.65%  ens=64.59%  best_ens=78.02%@4
  ep  45  R(t)=0.516  a=68.85%  b=68.90%  ens=68.81%  best_ens=78.02%@4
  ep  50  R(t)=0.516  a=70.13%  b=69.14%  ens=69.66%  best_ens=78.02%@4
  ep  55  R(t)=0.516  a=65.95%  b=66.47%  ens=66.28%  best_ens=78.02%@4
  ep  60  R(t)=0.516  a=64.54%  b=64.62%  ens=64.65%  best_ens=78.02%@4
  ep  65  R(t)=0.516  a=65.53%  b=64.78%  ens=65.14%  best_ens=78.02%@4
  ep  70  R(t)=0.516  a=64.04%  b=64.28%  ens=64.32%  best_ens=78.02%@4
  ep  75  R(t)=0.516  a=66.04%  b=66.76%  ens=66.33%  best_ens=78.02%@4
  ep  80  R(t)=0.516  a=67.10%  b=66.92%  ens=67.02%  best_ens=78.02%@4
  ep  85  R(t)=0.516  a=65.12%  b=65.51%  ens=65.28%  best_ens=78.02%@4
  ep  90  R(t)=0.516  a=65.91%  b=66.30%  ens=66.27%  best_ens=78.02%@4
  ep  95  R(t)=0.516  a=65.46%  b=65.91%  ens=65.60%  best_ens=78.02%@4
  ep  99  R(t)=0.516  a=65.56%  b=65.93%  ens=65.65%  best_ens=78.02%@4
  DONE  best_ens=78.02%  saved impulse_noise_sev5__C__coteaching__clean__seed0.json + persample.npz

# exit=0
